
##### CMIP5 GHG data from Harun  /cs/data/ras029/ObsData/GHG-data/CMIP5-AR5_GHGdata/HistGHGm_1850-2005_v2.dat 

 YEARS  CO2  CH4  N2O  CFC_11  CFC_12  CFC_113  HCFC_22  HFC125  HFC134a  
 kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg

 2203.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2204.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2205.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2206.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2207.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2208.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2209.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2210.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2211.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2212.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2213.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2214.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2215.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2216.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2217.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2218.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2219.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2220.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2221.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2222.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2223.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2224.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2225.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2226.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2227.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2228.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2229.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2230.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2231.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2232.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2233.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2234.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2235.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2236.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2237.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2238.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2239.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2240.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2241.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2242.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2243.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2244.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2245.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2246.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2247.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2248.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2249.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2250.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2251.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2252.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2253.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2254.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2255.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2256.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2257.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2258.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2259.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2260.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2261.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2262.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2263.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2264.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2265.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2266.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2267.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2268.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2269.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2270.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2271.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2272.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2273.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2274.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2275.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2276.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2277.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2278.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2279.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2280.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2281.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2282.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2283.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2284.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2285.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2286.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2287.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2288.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2289.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2290.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2291.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2292.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2293.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2294.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2295.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2296.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2297.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2298.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2299.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2300.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2301.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2302.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2303.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2304.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2305.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2306.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2307.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2308.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2309.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2310.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2311.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2312.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2313.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2314.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2315.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2316.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2317.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2318.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2319.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2320.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2321.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2322.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2323.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2324.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2325.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2326.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2327.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2328.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2329.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2330.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2331.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2332.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2333.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2334.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2335.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2336.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2337.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2338.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2339.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2340.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2341.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2342.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2343.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2344.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2345.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2346.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2347.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2348.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2349.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2350.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2351.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2352.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2353.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2354.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2355.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2356.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2357.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2358.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2359.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2360.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2361.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2362.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2363.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2364.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2365.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2366.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2367.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2368.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2369.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2370.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2371.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2372.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2373.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2374.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2375.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2376.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2377.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2378.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2379.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2380.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2381.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
