
##### CMIP5 GHG data from Harun  /cs/data/ras029/ObsData/GHG-data/CMIP5-AR5_GHGdata/HistGHGm_1850-2005_v2.dat 

 YEARS  CO2  CH4  N2O  CFC_11  CFC_12  CFC_113  HCFC_22  HFC125  HFC134a  
 kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg  kg/kg

 2024.   6.38545E-04  1.00485E-06  5.05722E-07  8.84560E-10  1.93993E-09  4.04930E-10  8.90836E-10  7.53299E-11  3.88473E-10
 2025.   6.42164E-04  1.00640E-06  5.06805E-07  8.68208E-10  1.92051E-09  3.99621E-10  9.09564E-10  7.91081E-11  4.00360E-10
 2026.   6.45847E-04  1.00790E-06  5.07890E-07  8.52037E-10  1.90108E-09  3.94370E-10  9.27417E-10  8.27688E-11  4.11813E-10
 2027.   6.49581E-04  1.00936E-06  5.08976E-07  8.36054E-10  1.88166E-09  3.89180E-10  9.44394E-10  8.63162E-11  4.22864E-10
 2028.   6.53353E-04  1.01079E-06  5.10063E-07  8.20251E-10  1.86224E-09  3.84045E-10  9.60490E-10  8.97540E-11  4.33539E-10
 2029.   6.57156E-04  1.01216E-06  5.11151E-07  8.04624E-10  1.84284E-09  3.78965E-10  9.75714E-10  9.30856E-11  4.43860E-10
 2030.   6.60989E-04  1.01348E-06  5.12240E-07  7.89173E-10  1.82347E-09  3.73939E-10  9.90081E-10  9.63148E-11  4.53852E-10
 2031.   6.64852E-04  1.01476E-06  5.13330E-07  7.73899E-10  1.80414E-09  3.68964E-10  1.00361E-09  9.94448E-11  4.63536E-10
 2032.   6.68715E-04  1.01589E-06  5.14418E-07  7.58769E-10  1.78482E-09  3.64033E-10  1.01568E-09  1.02469E-10  4.72941E-10
 2033.   6.72564E-04  1.01681E-06  5.15500E-07  7.43768E-10  1.76550E-09  3.59140E-10  1.02518E-09  1.05380E-10  4.82093E-10
 2034.   6.76427E-04  1.01756E-06  5.16576E-07  7.28921E-10  1.74622E-09  3.54289E-10  1.03129E-09  1.08182E-10  4.91018E-10
 2035.   6.80321E-04  1.01817E-06  5.17646E-07  7.14248E-10  1.72699E-09  3.49487E-10  1.03341E-09  1.10881E-10  4.99735E-10
 2036.   6.84249E-04  1.01869E-06  5.18710E-07  6.99768E-10  1.70785E-09  3.44735E-10  1.03109E-09  1.13479E-10  5.08265E-10
 2037.   6.88212E-04  1.01913E-06  5.19768E-07  6.85500E-10  1.68883E-09  3.40039E-10  1.02402E-09  1.15982E-10  5.16627E-10
 2038.   6.92197E-04  1.01951E-06  5.20820E-07  6.71446E-10  1.66992E-09  3.35399E-10  1.01199E-09  1.18393E-10  5.24835E-10
 2039.   6.96191E-04  1.01982E-06  5.21867E-07  6.57598E-10  1.65113E-09  3.30812E-10  9.94870E-10  1.20713E-10  5.32894E-10
 2040.   7.00187E-04  1.02007E-06  5.22908E-07  6.43952E-10  1.63246E-09  3.26277E-10  9.72621E-10  1.22947E-10  5.40812E-10
 2041.   7.04183E-04  1.02025E-06  5.23943E-07  6.30506E-10  1.61390E-09  3.21792E-10  9.45259E-10  1.25096E-10  5.48595E-10
 2042.   7.08161E-04  1.02031E-06  5.24969E-07  6.17258E-10  1.59546E-09  3.17357E-10  9.13465E-10  1.27160E-10  5.56273E-10
 2043.   7.12088E-04  1.02017E-06  5.25983E-07  6.04183E-10  1.57712E-09  3.12964E-10  8.78419E-10  1.29137E-10  5.63854E-10
 2044.   7.15971E-04  1.01982E-06  5.26984E-07  5.91264E-10  1.55886E-09  3.08608E-10  8.41111E-10  1.31028E-10  5.71333E-10
 2045.   7.19840E-04  1.01930E-06  5.27973E-07  5.78521E-10  1.54069E-09  3.04294E-10  8.02396E-10  1.32837E-10  5.78722E-10
 2046.   7.23711E-04  1.01864E-06  5.28950E-07  5.65969E-10  1.52265E-09  3.00025E-10  7.62968E-10  1.34567E-10  5.86035E-10
 2047.   7.27589E-04  1.01789E-06  5.29915E-07  5.53621E-10  1.50474E-09  2.95806E-10  7.23394E-10  1.36221E-10  5.93283E-10
 2048.   7.31475E-04  1.01707E-06  5.30867E-07  5.41489E-10  1.48699E-09  2.91639E-10  6.84128E-10  1.37804E-10  6.00478E-10
 2049.   7.35357E-04  1.01619E-06  5.31808E-07  5.29575E-10  1.46941E-09  2.87525E-10  6.45522E-10  1.39318E-10  6.07625E-10
 2050.   7.39219E-04  1.01525E-06  5.32737E-07  5.17869E-10  1.45198E-09  2.83461E-10  6.07844E-10  1.40764E-10  6.14721E-10
 2051.   7.43056E-04  1.01424E-06  5.33654E-07  5.06368E-10  1.43470E-09  2.79446E-10  5.71299E-10  1.42144E-10  6.21766E-10
 2052.   7.46816E-04  1.01309E-06  5.34560E-07  4.95069E-10  1.41757E-09  2.75480E-10  5.36040E-10  1.43422E-10  6.28431E-10
 2053.   7.50457E-04  1.01175E-06  5.35454E-07  4.83970E-10  1.40060E-09  2.71561E-10  5.02175E-10  1.44562E-10  6.34409E-10
 2054.   7.53970E-04  1.01017E-06  5.36338E-07  4.73049E-10  1.38375E-09  2.67684E-10  4.69762E-10  1.45565E-10  6.39727E-10
 2055.   7.57359E-04  1.00836E-06  5.37212E-07  4.62293E-10  1.36702E-09  2.63843E-10  4.38840E-10  1.46436E-10  6.44413E-10
 2056.   7.60657E-04  1.00636E-06  5.38074E-07  4.51716E-10  1.35041E-09  2.60044E-10  4.09442E-10  1.47180E-10  6.48522E-10
 2057.   7.63882E-04  1.00421E-06  5.38926E-07  4.41327E-10  1.33395E-09  2.56289E-10  3.81579E-10  1.47801E-10  6.52100E-10
 2058.   7.67042E-04  1.00195E-06  5.39768E-07  4.31136E-10  1.31764E-09  2.52581E-10  3.55242E-10  1.48305E-10  6.55192E-10
 2059.   7.70136E-04  9.99610E-07  5.40599E-07  4.21150E-10  1.30151E-09  2.48924E-10  3.30410E-10  1.48697E-10  6.57841E-10
 2060.   7.73156E-04  9.97200E-07  5.41420E-07  4.11370E-10  1.28556E-09  2.45316E-10  3.07045E-10  1.48980E-10  6.60079E-10
 2061.   7.76084E-04  9.94717E-07  5.42231E-07  4.01787E-10  1.26978E-09  2.41756E-10  2.85096E-10  1.49159E-10  6.61930E-10
 2062.   7.78892E-04  9.92120E-07  5.43031E-07  3.92397E-10  1.25416E-09  2.38243E-10  2.64508E-10  1.49258E-10  6.63648E-10
 2063.   7.81558E-04  9.89374E-07  5.43819E-07  3.83195E-10  1.23871E-09  2.34776E-10  2.45222E-10  1.49302E-10  6.65474E-10
 2064.   7.84085E-04  9.86492E-07  5.44595E-07  3.74178E-10  1.22342E-09  2.31354E-10  2.27180E-10  1.49292E-10  6.67396E-10
 2065.   7.86461E-04  9.83444E-07  5.45359E-07  3.65329E-10  1.20826E-09  2.27972E-10  2.10317E-10  1.49228E-10  6.69388E-10
 2066.   7.88691E-04  9.80219E-07  5.46111E-07  3.56634E-10  1.19323E-09  2.24626E-10  1.94571E-10  1.49110E-10  6.71426E-10
 2067.   7.90806E-04  9.76860E-07  5.46851E-07  3.48104E-10  1.17833E-09  2.21318E-10  1.79887E-10  1.48941E-10  6.73520E-10
 2068.   7.92826E-04  9.73403E-07  5.47580E-07  3.39746E-10  1.16358E-09  2.18053E-10  1.66213E-10  1.48725E-10  6.75671E-10
 2069.   7.94757E-04  9.69876E-07  5.48298E-07  3.31565E-10  1.14900E-09  2.14831E-10  1.53495E-10  1.48462E-10  6.77885E-10
 2070.   7.96600E-04  9.66310E-07  5.49004E-07  3.23566E-10  1.13459E-09  2.11656E-10  1.41678E-10  1.48158E-10  6.80167E-10
 2071.   7.98346E-04  9.62715E-07  5.49699E-07  3.15748E-10  1.12035E-09  2.08527E-10  1.30709E-10  1.47812E-10  6.82513E-10
 2072.   7.99953E-04  9.59042E-07  5.50382E-07  3.08104E-10  1.10629E-09  2.05442E-10  1.20533E-10  1.47443E-10  6.85184E-10
 2073.   8.01394E-04  9.55249E-07  5.51052E-07  3.00629E-10  1.09238E-09  2.02402E-10  1.11097E-10  1.47069E-10  6.88421E-10
 2074.   8.02668E-04  9.51347E-07  5.51709E-07  2.93319E-10  1.07864E-09  1.99403E-10  1.02353E-10  1.46690E-10  6.92180E-10
 2075.   8.03779E-04  9.47344E-07  5.52352E-07  2.86170E-10  1.06506E-09  1.96447E-10  9.42562E-11  1.46306E-10  6.96420E-10
 2076.   8.04714E-04  9.43211E-07  5.52984E-07  2.79168E-10  1.05161E-09  1.93527E-10  8.67599E-11  1.45914E-10  7.01084E-10
 2077.   8.05477E-04  9.38936E-07  5.53602E-07  2.72303E-10  1.03829E-09  1.90641E-10  7.98222E-11  1.45514E-10  7.06122E-10
 2078.   8.06098E-04  9.34568E-07  5.54208E-07  2.65581E-10  1.02510E-09  1.87791E-10  7.34079E-11  1.45107E-10  7.11525E-10
 2079.   8.06599E-04  9.30207E-07  5.54801E-07  2.59007E-10  1.01206E-09  1.84980E-10  6.74863E-11  1.44698E-10  7.17308E-10
 2080.   8.06986E-04  9.25930E-07  5.55382E-07  2.52583E-10  9.99181E-10  1.82210E-10  6.20267E-11  1.44292E-10  7.23487E-10
 2081.   8.07262E-04  9.21751E-07  5.55951E-07  2.46315E-10  9.86466E-10  1.79481E-10  5.69964E-11  1.43890E-10  7.30044E-10
 2082.   8.07521E-04  9.17784E-07  5.56511E-07  2.40200E-10  9.73919E-10  1.76796E-10  5.23637E-11  1.43497E-10  7.37053E-10
 2083.   8.07844E-04  9.14114E-07  5.57065E-07  2.34232E-10  9.61535E-10  1.74151E-10  4.80978E-11  1.43115E-10  7.44572E-10
 2084.   8.08208E-04  9.10697E-07  5.57613E-07  2.28405E-10  9.49308E-10  1.71546E-10  4.41708E-11  1.42745E-10  7.52560E-10
 2085.   8.08607E-04  9.07502E-07  5.58156E-07  2.22717E-10  9.37233E-10  1.68980E-10  4.05567E-11  1.42386E-10  7.60981E-10
 2086.   8.09036E-04  9.04502E-07  5.58693E-07  2.17163E-10  9.25308E-10  1.66451E-10  3.72316E-11  1.42036E-10  7.69802E-10
 2087.   8.09475E-04  9.01637E-07  5.59224E-07  2.11731E-10  9.13513E-10  1.63956E-10  3.41720E-11  1.41695E-10  7.78971E-10
 2088.   8.09922E-04  8.98866E-07  5.59750E-07  2.06413E-10  9.01834E-10  1.61491E-10  3.13567E-11  1.41360E-10  7.88446E-10
 2089.   8.10405E-04  8.96203E-07  5.60271E-07  2.01212E-10  8.90282E-10  1.59058E-10  2.87677E-11  1.41032E-10  7.98218E-10
 2090.   8.10941E-04  8.93655E-07  5.60787E-07  1.96131E-10  8.78865E-10  1.56660E-10  2.63878E-11  1.40713E-10  8.08276E-10
 2091.   8.11534E-04  8.91227E-07  5.61297E-07  1.91172E-10  8.67591E-10  1.54297E-10  2.42013E-11  1.40402E-10  8.18610E-10
 2092.   8.12182E-04  8.88925E-07  5.61802E-07  1.86337E-10  8.56467E-10  1.51971E-10  2.21932E-11  1.40096E-10  8.29250E-10
 2093.   8.12872E-04  8.86738E-07  5.62301E-07  1.81623E-10  8.45494E-10  1.49682E-10  2.03495E-11  1.39790E-10  8.40210E-10
 2094.   8.13583E-04  8.84642E-07  5.62796E-07  1.77026E-10  8.34663E-10  1.47428E-10  1.86568E-11  1.39483E-10  8.51461E-10
 2095.   8.14305E-04  8.82620E-07  5.63285E-07  1.72541E-10  8.23970E-10  1.45207E-10  1.71028E-11  1.39175E-10  8.62976E-10
 2096.   8.15035E-04  8.80661E-07  5.63770E-07  1.68165E-10  8.13412E-10  1.43020E-10  1.56763E-11  1.38865E-10  8.74733E-10
 2097.   8.15771E-04  8.78755E-07  5.64249E-07  1.63894E-10  8.02987E-10  1.40865E-10  1.43672E-11  1.38554E-10  8.86712E-10
 2098.   8.16499E-04  8.76859E-07  5.64724E-07  1.59720E-10  7.92676E-10  1.38739E-10  1.31655E-11  1.38239E-10  8.98870E-10
 2099.   8.17217E-04  8.74948E-07  5.65193E-07  1.55636E-10  7.82467E-10  1.36638E-10  1.20624E-11  1.37920E-10  9.11174E-10
 2100.   8.17957E-04  8.73047E-07  5.65658E-07  1.51645E-10  7.72371E-10  1.34566E-10  1.10500E-11  1.37598E-10  9.23630E-10
 2101.   8.18736E-04  8.71175E-07  5.66118E-07  1.47748E-10  7.62394E-10  1.32523E-10  1.01214E-11  1.37274E-10  9.36238E-10
 2102.   8.19521E-04  8.69429E-07  5.66570E-07  1.43946E-10  7.52542E-10  1.30510E-10  9.26998E-12  1.36956E-10  9.48439E-10
 2103.   8.20274E-04  8.67901E-07  5.67010E-07  1.40242E-10  7.42823E-10  1.28529E-10  8.48976E-12  1.36649E-10  9.59716E-10
 2104.   8.20986E-04  8.66567E-07  5.67440E-07  1.36633E-10  7.33237E-10  1.26579E-10  7.77489E-12  1.36354E-10  9.70139E-10
 2105.   8.21639E-04  8.65395E-07  5.67858E-07  1.33116E-10  7.23777E-10  1.24660E-10  7.11992E-12  1.36070E-10  9.79765E-10
 2106.   8.22226E-04  8.64360E-07  5.68266E-07  1.29686E-10  7.14439E-10  1.22769E-10  6.51980E-12  1.35796E-10  9.88647E-10
 2107.   8.22745E-04  8.63443E-07  5.68662E-07  1.26342E-10  7.05220E-10  1.20907E-10  5.96995E-12  1.35532E-10  9.96838E-10
 2108.   8.23198E-04  8.62630E-07  5.69048E-07  1.23081E-10  6.96119E-10  1.19074E-10  5.46618E-12  1.35277E-10  1.00439E-09
 2109.   8.23570E-04  8.61872E-07  5.69422E-07  1.19896E-10  6.87120E-10  1.17264E-10  5.00451E-12  1.35029E-10  1.01131E-09
 2110.   8.23863E-04  8.61139E-07  5.69787E-07  1.16781E-10  6.78213E-10  1.15478E-10  4.58138E-12  1.34787E-10  1.01764E-09
 2111.   8.24109E-04  8.60452E-07  5.70140E-07  1.13739E-10  6.69406E-10  1.13715E-10  4.19373E-12  1.34551E-10  1.02343E-09
 2112.   8.24340E-04  8.59825E-07  5.70483E-07  1.10772E-10  6.60705E-10  1.11978E-10  3.83866E-12  1.34322E-10  1.02875E-09
 2113.   8.24572E-04  8.59267E-07  5.70816E-07  1.07880E-10  6.52116E-10  1.10268E-10  3.51346E-12  1.34102E-10  1.03363E-09
 2114.   8.24806E-04  8.58792E-07  5.71138E-07  1.05063E-10  6.43645E-10  1.08584E-10  3.21574E-12  1.33890E-10  1.03813E-09
 2115.   8.25028E-04  8.58392E-07  5.71451E-07  1.02321E-10  6.35291E-10  1.06928E-10  2.94328E-12  1.33687E-10  1.04228E-09
 2116.   8.25221E-04  8.58050E-07  5.71753E-07  9.96503E-11  6.27050E-10  1.05298E-10  2.69387E-12  1.33492E-10  1.04610E-09
 2117.   8.25373E-04  8.57752E-07  5.72045E-07  9.70477E-11  6.18917E-10  1.03693E-10  2.46553E-12  1.33304E-10  1.04960E-09
 2118.   8.25482E-04  8.57491E-07  5.72327E-07  9.45116E-11  6.10890E-10  1.02112E-10  2.25646E-12  1.33123E-10  1.05282E-09
 2119.   8.25548E-04  8.57260E-07  5.72599E-07  9.20400E-11  6.02967E-10  1.00556E-10  2.06511E-12  1.32949E-10  1.05575E-09
 2120.   8.25556E-04  8.57020E-07  5.72862E-07  8.96275E-11  5.95135E-10  9.90209E-11  1.88991E-12  1.32779E-10  1.05841E-09
 2121.   8.25506E-04  8.56749E-07  5.73115E-07  8.72702E-11  5.87384E-10  9.75054E-11  1.72935E-12  1.32612E-10  1.06079E-09
 2122.   8.25447E-04  8.56475E-07  5.73358E-07  8.49696E-11  5.79723E-10  9.60108E-11  1.58233E-12  1.32449E-10  1.06292E-09
 2123.   8.25413E-04  8.56215E-07  5.73592E-07  8.27263E-11  5.72156E-10  9.45381E-11  1.44783E-12  1.32291E-10  1.06484E-09
 2124.   8.25410E-04  8.55986E-07  5.73817E-07  8.05410E-11  5.64687E-10  9.30879E-11  1.32472E-12  1.32139E-10  1.06659E-09
 2125.   8.25437E-04  8.55803E-07  5.74032E-07  7.84140E-11  5.57323E-10  9.16612E-11  1.21204E-12  1.31993E-10  1.06818E-09
 2126.   8.25481E-04  8.55665E-07  5.74238E-07  7.63443E-11  5.50062E-10  9.02577E-11  1.10901E-12  1.31854E-10  1.06965E-09
 2127.   8.25521E-04  8.55557E-07  5.74435E-07  7.43293E-11  5.42899E-10  8.88766E-11  1.01468E-12  1.31720E-10  1.07098E-09
 2128.   8.25548E-04  8.55468E-07  5.74623E-07  7.23668E-11  5.35832E-10  8.75170E-11  9.28310E-13  1.31592E-10  1.07219E-09
 2129.   8.25558E-04  8.55393E-07  5.74802E-07  7.04554E-11  5.28858E-10  8.61785E-11  8.49311E-13  1.31468E-10  1.07327E-09
 2130.   8.25550E-04  8.55329E-07  5.74972E-07  6.85936E-11  5.21975E-10  8.48605E-11  7.77053E-13  1.31350E-10  1.07424E-09
 2131.   8.25510E-04  8.55240E-07  5.75134E-07  6.67772E-11  5.15173E-10  8.35608E-11  7.10936E-13  1.31233E-10  1.07507E-09
 2132.   8.25439E-04  8.55103E-07  5.75286E-07  6.50031E-11  5.08442E-10  8.22779E-11  6.50425E-13  1.31118E-10  1.07576E-09
 2133.   8.25371E-04  8.54949E-07  5.75430E-07  6.32725E-11  5.01789E-10  8.10127E-11  5.95060E-13  1.31005E-10  1.07632E-09
 2134.   8.25325E-04  8.54797E-07  5.75565E-07  6.15858E-11  4.95219E-10  7.97662E-11  5.44415E-13  1.30896E-10  1.07680E-09
 2135.   8.25308E-04  8.54664E-07  5.75692E-07  5.99433E-11  4.88735E-10  7.85389E-11  4.98000E-13  1.30790E-10  1.07721E-09
 2136.   8.25320E-04  8.54569E-07  5.75811E-07  5.83453E-11  4.82342E-10  7.73316E-11  4.55462E-13  1.30689E-10  1.07757E-09
 2137.   8.25348E-04  8.54509E-07  5.75921E-07  5.67909E-11  4.76039E-10  7.61442E-11  4.16567E-13  1.30594E-10  1.07788E-09
 2138.   8.25372E-04  8.54470E-07  5.76023E-07  5.52782E-11  4.69823E-10  7.49757E-11  3.80999E-13  1.30502E-10  1.07816E-09
 2139.   8.25383E-04  8.54444E-07  5.76117E-07  5.38055E-11  4.63690E-10  7.38256E-11  3.48471E-13  1.30415E-10  1.07838E-09
 2140.   8.25376E-04  8.54427E-07  5.76202E-07  5.23716E-11  4.57638E-10  7.26933E-11  3.18722E-13  1.30330E-10  1.07855E-09
 2141.   8.25353E-04  8.54414E-07  5.76280E-07  5.09755E-11  4.51666E-10  7.15786E-11  2.91513E-13  1.30249E-10  1.07868E-09
 2142.   8.25297E-04  8.54371E-07  5.76350E-07  4.96138E-11  4.45764E-10  7.04795E-11  2.66619E-13  1.30170E-10  1.07874E-09
 2143.   8.25209E-04  8.54277E-07  5.76411E-07  4.82844E-11  4.39925E-10  6.93946E-11  2.43837E-13  1.30090E-10  1.07870E-09
 2144.   8.25118E-04  8.54161E-07  5.76465E-07  4.69879E-11  4.34154E-10  6.83248E-11  2.22994E-13  1.30011E-10  1.07861E-09
 2145.   8.25046E-04  8.54045E-07  5.76512E-07  4.57247E-11  4.28455E-10  6.72709E-11  2.03930E-13  1.29935E-10  1.07847E-09
 2146.   8.24999E-04  8.53945E-07  5.76550E-07  4.44951E-11  4.22832E-10  6.62334E-11  1.86496E-13  1.29861E-10  1.07831E-09
 2147.   8.24977E-04  8.53879E-07  5.76581E-07  4.32992E-11  4.17288E-10  6.52129E-11  1.70557E-13  1.29791E-10  1.07814E-09
 2148.   8.24968E-04  8.53846E-07  5.76605E-07  4.21363E-11  4.11822E-10  6.42092E-11  1.55983E-13  1.29725E-10  1.07797E-09
 2149.   8.24953E-04  8.53833E-07  5.76621E-07  4.10050E-11  4.06432E-10  6.32216E-11  1.42657E-13  1.29662E-10  1.07779E-09
 2150.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2151.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2152.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2153.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2154.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2155.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2156.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2157.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2158.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2159.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2160.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2161.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2162.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2163.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2164.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2165.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2166.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2167.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2168.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2169.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2170.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2171.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2172.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2173.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2174.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2175.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2176.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2177.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2178.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2179.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2180.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2181.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2182.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2183.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2184.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2185.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2186.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2187.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2188.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2189.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2190.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2191.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2192.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2193.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2194.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2195.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2196.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2197.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2198.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2199.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2200.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2201.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
 2202.   8.24941E-04  8.53830E-07  5.76627E-07  4.04470E-11  4.03756E-10  6.27318E-11  1.36292E-13  1.29632E-10  1.07770E-09
